longitude,latitude,month,year,temperature_min,temperature_max,temperature_avg
42.5,41.5,1.0,2019.0,-9.390973210334778,2.225725319236517,-3.790125608444214
42.5,40.5,12.0,2010.0,-8.88157320022583,6.7986674308776855,-2.0701937675476074
42.5,40.5,12.0,2011.0,-13.032942771911621,-0.035170674324035645,-6.719681024551392
42.5,40.5,12.0,2012.0,-10.304978489875793,1.0466145277023315,-4.326401472091675
42.5,40.5,12.0,2013.0,-15.029201030731201,-3.6493139266967773,-8.893757581710815
42.5,40.5,12.0,2014.0,-8.282114505767822,2.6144213676452637,-3.3687455654144287
42.5,40.5,12.0,2015.0,-12.46486783027649,-0.21632567048072815,-5.972596287727356
42.5,40.5,12.0,2016.0,-15.157965660095215,-4.174281120300293,-9.111633777618408
42.5,40.5,12.0,2017.0,-9.749439358711243,2.5300333499908447,-3.5449103116989136
42.5,40.5,12.0,2018.0,-8.474722385406494,1.7067694664001465,-3.429464101791382
42.5,40.5,12.0,2019.0,-9.176156997680664,3.4981508255004883,-3.0950725078582764
41.5,40.5,2.0,2012.0,-14.71100115776062,-2.309337019920349,-8.676559686660767
41.5,40.5,2.0,2016.0,-8.14213252067566,3.641245722770691,-2.4204177856445312
43.5,38.5,1.0,2010.0,-5.989616870880127,4.954684108495712,-0.6547560691833496
43.5,38.5,1.0,2011.0,-9.493955254554749,2.318166345357895,-3.4492770433425903
43.5,38.5,1.0,2012.0,-10.48439472913742,2.008362263441086,-4.190936923027039
43.5,38.5,1.0,2013.0,-9.77700924873352,2.3160155713558197,-3.9366607666015625
43.5,38.5,1.0,2014.0,-10.811185713857412,1.619248241186142,-4.839024573564529
43.5,38.5,1.0,2015.0,-9.696600794792175,3.463648408651352,-2.8776168823242188
43.5,38.5,1.0,2016.0,-10.931925930082798,1.2190563380718231,-4.803419589996338
43.5,38.5,1.0,2017.0,-13.94771432876587,-1.7981776297092438,-7.7244873046875
43.5,38.5,1.0,2018.0,-7.803710222244263,4.477267116308212,-1.4229836463928223
43.5,38.5,1.0,2019.0,-9.433103322982788,2.5441733300685883,-3.3336660861968994
41.5,39.5,12.0,2010.0,-8.744521141052246,6.25748385488987,-2.3345375061035156
41.5,39.5,12.0,2011.0,-13.101385354995728,-0.013167738914489746,-6.516389846801758
41.5,39.5,12.0,2012.0,-9.841638147830963,1.2183035761117935,-4.224285900592804
41.5,39.5,12.0,2013.0,-15.9297513961792,-3.7604962438344955,-8.807472467422485
41.5,39.5,12.0,2014.0,-7.712490797042847,2.752779856324196,-2.8708689212799072
41.5,39.5,12.0,2015.0,-13.415056467056274,0.16522467881441116,-6.288663268089294
41.5,39.5,12.0,2016.0,-15.028244495391846,-3.875321254134178,-8.786983489990234
41.5,39.5,12.0,2017.0,-9.672388076782227,3.2709044367074966,-3.0605130195617676
41.5,39.5,12.0,2018.0,-8.205721139907837,1.4891792684793472,-3.418286085128784
41.5,39.5,12.0,2019.0,-8.354211568832397,3.033243551850319,-2.974437952041626
43.5,39.5,12.0,2010.0,-8.93575644493103,6.929450154304504,-1.7418086528778076
43.5,39.5,12.0,2011.0,-12.678823709487915,-0.10087364912033081,-6.320887446403503
43.5,39.5,12.0,2012.0,-9.866726577281952,1.6920567750930786,-3.642632484436035
43.5,39.5,12.0,2013.0,-15.658750057220459,-4.221424460411072,-8.899577617645264
43.5,39.5,12.0,2014.0,-8.234813451766968,3.0545912981033325,-2.747983694076538
43.5,39.5,12.0,2015.0,-12.352102279663086,0.07208549976348877,-5.578801512718201
43.5,39.5,12.0,2016.0,-14.801231861114502,-3.3812321424484253,-8.36943507194519
43.5,39.5,12.0,2017.0,-9.289103269577026,3.8346084356307983,-2.5850942134857178
43.5,39.5,12.0,2018.0,-7.644849061965942,2.7382291555404663,-2.2782814502716064
43.5,39.5,12.0,2019.0,-8.574003458023071,3.823975443840027,-2.427258253097534
43.5,40.5,2.0,2012.0,-14.65756368637085,-2.010376513004303,-8.118187427520752
43.5,40.5,2.0,2016.0,-7.456355810165405,4.714454352855682,-1.4084064960479736
43.5,41.5,2.0,2012.0,-14.384840965270996,-2.164297878742218,-8.342650890350342
43.5,41.5,2.0,2016.0,-7.171695947647095,5.051804959774017,-1.093785285949707
39.5,39.5,1.0,2010.0,-6.058950901031494,3.626265585422516,-1.1450674533843994
39.5,39.5,1.0,2011.0,-8.455482840538025,2.9852970242500305,-2.3162524700164795
39.5,39.5,1.0,2012.0,-10.067185178399086,0.17421112139709294,-5.0908288061618805
39.5,39.5,1.0,2013.0,-9.614770472049713,0.9217139482498169,-3.3753467798233032
39.5,39.5,1.0,2014.0,-9.46265321969986,3.677481472492218,-3.867696225643158
39.5,39.5,1.0,2015.0,-10.421406373381615,0.25249723345041275,-3.7809411883354187
39.5,39.5,1.0,2016.0,-10.834546208381653,-0.6635886430740356,-5.947389125823975
39.5,39.5,1.0,2017.0,-11.778725504875183,-0.34147632122039795,-6.018717050552368
39.5,39.5,1.0,2018.0,-6.228593349456787,3.870127022266388,-1.3919892311096191
39.5,39.5,1.0,2019.0,-9.097294449806213,1.1975930333137512,-4.09481805562973
44.5,39.5,1.0,2010.0,-5.420522689819336,5.52339380979538,0.14428281784057617
44.5,39.5,1.0,2011.0,-8.75536024570465,3.0264732241630554,-2.9820706844329834
44.5,39.5,1.0,2012.0,-9.698143482208252,2.261423885822296,-3.5436537861824036
44.5,39.5,1.0,2013.0,-8.83465838432312,3.4087247252464294,-2.9939881563186646
44.5,39.5,1.0,2014.0,-10.37735766172409,1.6213914155960083,-4.696937531232834
44.5,39.5,1.0,2015.0,-8.57314419746399,4.505122125148773,-1.8665375709533691
44.5,39.5,1.0,2016.0,-9.668425440788269,2.266855299472809,-3.7508445978164673
44.5,39.5,1.0,2017.0,-13.672401666641235,-1.7337616086006165,-7.823896408081055
44.5,39.5,1.0,2018.0,-6.920777320861816,5.12660425901413,-0.6382739543914795
44.5,39.5,1.0,2019.0,-8.123527765274048,4.407109200954437,-1.6442217826843262
44.5,40.5,2.0,2012.0,-13.793668746948242,-1.494188666343689,-7.217177629470825
44.5,40.5,2.0,2016.0,-6.880419015884399,5.496170163154602,-0.7441933155059814
44.5,37.5,1.0,2010.0,-5.058444023132324,6.399328708648682,0.1999034881591797
44.5,37.5,1.0,2011.0,-8.973989844322205,2.066034972667694,-3.156446397304535
44.5,37.5,1.0,2012.0,-9.62891998887062,3.485175132751465,-3.1711829900741577
44.5,37.5,1.0,2013.0,-8.455211758613586,3.6917343139648438,-2.780674457550049
44.5,37.5,1.0,2014.0,-9.576717525720596,2.6733238697052,-3.7738571166992188
44.5,37.5,1.0,2015.0,-8.542966485023499,5.061669826507568,-1.8249428272247314
44.5,37.5,1.0,2016.0,-9.609141290187836,2.9164202213287354,-3.386595845222473
44.5,37.5,1.0,2017.0,-12.53749394416809,-0.29028236865997314,-6.310582876205444
44.5,37.5,1.0,2018.0,-7.197922229766846,5.439948320388794,-0.6725502014160156
44.5,37.5,1.0,2019.0,-8.343725323677063,3.726577043533325,-2.6350862979888916
40.5,39.5,2.0,2012.0,-13.64081883430481,-1.6662062406539917,-7.517105340957642
40.5,39.5,2.0,2016.0,-7.544984817504883,4.346718430519104,-1.6455552577972412
42.5,39.5,12.0,2010.0,-7.915118455886841,7.583004951477051,-1.113410472869873
42.5,39.5,12.0,2011.0,-11.995404720306396,0.9037242531776428,-5.484852910041809
42.5,39.5,12.0,2012.0,-8.944568276405334,2.38274085521698,-3.001729130744934
42.5,39.5,12.0,2013.0,-14.799810409545898,-2.977696418762207,-7.87835431098938
42.5,39.5,12.0,2014.0,-7.048160076141357,3.8196959495544434,-1.8940143585205078
42.5,39.5,12.0,2015.0,-11.941648721694946,1.113279014825821,-4.974515676498413
42.5,39.5,12.0,2016.0,-13.95287799835205,-2.647674560546875,-7.619393825531006
42.5,39.5,12.0,2017.0,-8.540476441383362,4.45017409324646,-1.8994441032409668
42.5,39.5,12.0,2018.0,-7.022106170654297,3.0191965103149414,-1.9521617889404297
42.5,39.5,12.0,2019.0,-7.535959482192993,4.3873090744018555,-1.760946273803711
42.5,41.5,2.0,2012.0,-13.682278633117676,-1.346824049949646,-7.652646064758301
42.5,41.5,2.0,2016.0,-6.5757997035980225,5.487681269645691,-0.52787184715271
42.5,38.5,1.0,2010.0,-5.006007194519043,5.442649841308594,0.11794567108154297
42.5,38.5,1.0,2011.0,-8.191890835762024,3.891291618347168,-2.058889627456665
42.5,38.5,1.0,2012.0,-9.483928948640823,2.489469587802887,-3.4732805788517
42.5,38.5,1.0,2013.0,-8.885104537010193,2.953373074531555,-2.9234787225723267
42.5,38.5,1.0,2014.0,-9.544121459126472,3.4487929344177246,-3.4919956028461456
42.5,38.5,1.0,2015.0,-8.865201115608215,3.700984239578247,-2.1570099592208862
42.5,38.5,1.0,2016.0,-10.079740345478058,1.7691682130098343,-4.065236039459705
42.5,38.5,1.0,2017.0,-12.18124508857727,0.42353391647338867,-5.791441917419434
42.5,38.5,1.0,2018.0,-6.547744512557983,5.37490439414978,-0.4506068229675293
42.5,38.5,1.0,2019.0,-8.534532904624939,3.0458399057388306,-2.604541778564453
43.5,41.5,12.0,2010.0,-7.260903596878052,7.735294580459595,-0.5624914169311523
43.5,41.5,12.0,2011.0,-11.29236912727356,1.4912768304347992,-5.340601205825806
43.5,41.5,12.0,2012.0,-8.909449577331543,2.2231510281562805,-3.0366554260253906
43.5,41.5,12.0,2013.0,-12.703575134277344,-1.016066074371338,-6.820108413696289
43.5,41.5,12.0,2014.0,-7.482955694198608,3.7481061220169067,-2.3151512145996094
43.5,41.5,12.0,2015.0,-9.817007720470428,1.9446672797203064,-3.7563539147377014
43.5,41.5,12.0,2016.0,-13.27869176864624,-1.9779436588287354,-7.252787828445435
43.5,41.5,12.0,2017.0,-8.223430395126343,4.2881011962890625,-2.268706202507019
43.5,41.5,12.0,2018.0,-7.0900585651397705,3.3027106523513794,-2.08082914352417
43.5,41.5,12.0,2019.0,-8.285257577896118,5.059669733047485,-1.9304468631744385
44.5,38.5,2.0,2012.0,-12.436996221542358,0.810183048248291,-5.6323020458221436
44.5,38.5,2.0,2016.0,-6.572716474533081,6.1976659297943115,-0.5340030193328857
43.5,40.5,12.0,2010.0,-7.445005655288696,8.133334398269653,-0.38332128524780273
43.5,40.5,12.0,2011.0,-11.548967361450195,1.3530699610710144,-5.292046427726746
43.5,40.5,12.0,2012.0,-8.816368460655212,2.452715039253235,-2.644438862800598
43.5,40.5,12.0,2013.0,-13.391682624816895,-1.9000554084777832,-7.271631956100464
43.5,40.5,12.0,2014.0,-7.146766662597656,4.153085231781006,-1.872419834136963
43.5,40.5,12.0,2015.0,-10.54435682296753,1.6897497028112411,-4.083863079547882
43.5,40.5,12.0,2016.0,-13.448227882385254,-2.0248005390167236,-7.240773677825928
43.5,40.5,12.0,2017.0,-8.203447818756104,4.5733442306518555,-1.8543914556503296
43.5,40.5,12.0,2018.0,-6.6843767166137695,3.766101837158203,-1.573019027709961
43.5,40.5,12.0,2019.0,-7.7535178661346436,5.3104636669158936,-1.4128875732421875
41.5,40.5,12.0,2010.0,-7.025700092315674,7.780774116516113,-0.6550815105438232
41.5,40.5,12.0,2011.0,-11.017032265663147,1.8166257590055466,-4.982749700546265
41.5,40.5,12.0,2012.0,-8.48862612247467,2.7262848615646362,-2.886792242527008
41.5,40.5,12.0,2013.0,-13.3838472366333,-1.9293031692504883,-7.328308582305908
41.5,40.5,12.0,2014.0,-6.524919033050537,4.147634029388428,-1.7331254482269287
41.5,40.5,12.0,2015.0,-11.258054852485657,0.9917961955070496,-4.892655611038208
41.5,40.5,12.0,2016.0,-13.388976097106934,-2.63380765914917,-7.627023696899414
41.5,40.5,12.0,2017.0,-8.15522813796997,4.252250909805298,-2.059711456298828
41.5,40.5,12.0,2018.0,-7.235692977905273,2.8110458850860596,-2.36660099029541
41.5,40.5,12.0,2019.0,-7.424515724182129,4.621517896652222,-1.7344269752502441
37.5,39.5,1.0,2010.0,-5.507354736328125,4.441145658493042,0.21996021270751953
37.5,39.5,1.0,2011.0,-7.918081760406494,2.3410205841064453,-2.2515584230422974
37.5,39.5,1.0,2012.0,-9.757075905799866,1.0864657014608383,-4.152662932872772
37.5,39.5,1.0,2013.0,-8.168981671333313,2.5837879180908203,-2.0506088733673096
37.5,39.5,1.0,2014.0,-7.9053932428359985,6.419647932052612,-1.4129250049591064
37.5,39.5,1.0,2015.0,-8.797670155763626,1.740611344575882,-3.1870559751987457
37.5,39.5,1.0,2016.0,-9.74131852388382,0.7542456984519958,-4.448557078838348
37.5,39.5,1.0,2017.0,-10.8414226770401,0.6334707140922546,-5.083841443061829
37.5,39.5,1.0,2018.0,-5.956701755523682,4.1511571407318115,-0.6712827682495117
37.5,39.5,1.0,2019.0,-8.134526491165161,2.5164198875427246,-2.90872859954834
44.5,40.5,12.0,2010.0,-7.162392258644104,7.949035406112671,0.06677126884460449
44.5,40.5,12.0,2011.0,-11.263043880462646,1.5831757187843323,-5.107889890670776
44.5,40.5,12.0,2012.0,-8.44164514541626,2.570665419101715,-2.173661947250366
44.5,40.5,12.0,2013.0,-12.81516695022583,-0.9713044166564941,-6.74958348274231
44.5,40.5,12.0,2014.0,-7.162689805030823,4.516790390014648,-1.5466680526733398
44.5,40.5,12.0,2015.0,-9.824055194854736,2.6533184945583344,-3.3703211545944214
44.5,40.5,12.0,2016.0,-12.768092632293701,-0.7589802742004395,-6.4217424392700195
44.5,40.5,12.0,2017.0,-7.878845572471619,5.593764305114746,-1.4037888050079346
44.5,40.5,12.0,2018.0,-6.062495946884155,4.551955223083496,-1.0327200889587402
44.5,40.5,12.0,2019.0,-7.435223698616028,5.915877819061279,-0.9385905265808105
44.5,38.5,12.0,2010.0,-8.065977931022644,7.916745185852051,-0.5536894798278809
44.5,38.5,12.0,2011.0,-10.831395626068115,1.6203341484069824,-4.461111068725586
44.5,38.5,12.0,2012.0,-8.200850784778595,3.504278779029846,-1.7145891189575195
44.5,38.5,12.0,2013.0,-13.722536087036133,-2.5814738273620605,-7.3600733280181885
44.5,38.5,12.0,2014.0,-6.736695289611816,4.593998193740845,-0.9210376739501953
44.5,38.5,12.0,2015.0,-10.967855095863342,0.6285895109176636,-4.162920236587524
44.5,38.5,12.0,2016.0,-12.65871524810791,-0.900702953338623,-6.087254285812378
44.5,38.5,12.0,2017.0,-7.539914846420288,5.9671924114227295,-0.8373956680297852
44.5,38.5,12.0,2018.0,-6.325497388839722,4.451546907424927,-0.6441452503204346
44.5,38.5,12.0,2019.0,-7.570889830589294,5.41538405418396,-0.6712689399719238
43.5,38.5,2.0,2012.0,-11.946357011795044,1.1671876907348633,-5.2731709480285645
43.5,38.5,2.0,2016.0,-6.168330192565918,6.571171998977661,-0.14620304107666016
38.5,39.5,1.0,2010.0,-4.918779373168945,4.953195929527283,0.4158492088317871
38.5,39.5,1.0,2011.0,-7.277913689613342,3.60686719417572,-1.3846609592437744
38.5,39.5,1.0,2012.0,-8.983309626579285,1.5776450783014297,-3.674013674259186
38.5,39.5,1.0,2013.0,-7.954557001590729,2.720730423927307,-1.778903841972351
38.5,39.5,1.0,2014.0,-7.750276684761047,5.980907559394836,-1.6796587705612183
38.5,39.5,1.0,2015.0,-8.651835918426514,1.9635559022426605,-2.54404079914093
38.5,39.5,1.0,2016.0,-9.373848676681519,1.021666407585144,-4.2499613761901855
38.5,39.5,1.0,2017.0,-10.331706166267395,1.1490709781646729,-4.582870364189148
38.5,39.5,1.0,2018.0,-5.236517667770386,4.916436553001404,-0.1398146152496338
38.5,39.5,1.0,2019.0,-7.663494944572449,2.8399358987808228,-2.555148422718048
40.5,40.5,1.0,2010.0,-4.927836894989014,5.428856015205383,0.07066631317138672
40.5,40.5,1.0,2011.0,-7.332043290138245,4.292974829673767,-1.405067801475525
40.5,40.5,1.0,2012.0,-8.999802842736244,2.0262010991573334,-3.6877721548080444
40.5,40.5,1.0,2013.0,-7.625466585159302,3.0253469944000244,-1.9886807203292847
40.5,40.5,1.0,2014.0,-8.208426892757416,4.2874027490615845,-3.214587725698948
40.5,40.5,1.0,2015.0,-8.305778801441193,2.99121356010437,-2.160754442214966
40.5,40.5,1.0,2016.0,-9.291825145483017,1.4444325268268585,-4.32307231426239
40.5,40.5,1.0,2017.0,-10.314123153686523,0.8421345949172974,-5.3630876541137695
40.5,40.5,1.0,2018.0,-5.727093696594238,4.8511680364608765,-0.49492764472961426
40.5,40.5,1.0,2019.0,-7.801557898521423,3.8117659091949463,-2.476940095424652
42.5,41.5,12.0,2010.0,-6.340262174606323,8.834890365600586,0.29116177558898926
42.5,41.5,12.0,2011.0,-10.183065295219421,2.6151772756129503,-4.29498016834259
42.5,41.5,12.0,2012.0,-8.075572967529297,3.345153272151947,-2.254208743572235
42.5,41.5,12.0,2013.0,-11.83729362487793,-0.5059020519256592,-6.067413806915283
42.5,41.5,12.0,2014.0,-6.336203575134277,4.711950778961182,-1.360450267791748
42.5,41.5,12.0,2015.0,-9.388969719409943,2.089138627052307,-3.3540828227996826
42.5,41.5,12.0,2016.0,-12.556097269058228,-1.7017426490783691,-6.7175071239471436
42.5,41.5,12.0,2017.0,-7.310288786888123,4.681945085525513,-1.4408223628997803
42.5,41.5,12.0,2018.0,-6.535052537918091,3.8081490993499756,-1.442946195602417
42.5,41.5,12.0,2019.0,-7.3165483474731445,5.771346569061279,-1.1109583377838135
